battery_current,extra_load_kg,vehicle_model,c_rating,charge_cycles_weekly,age_of_ev_years,driving_conditions,charging_type,outside_temp_c,auxiliary_load_percent,reduced_range_km,battery_breakdown
198.44223073432326,76.07394345975827,Model C,2.0,11,2,highway,Level 1,27.9,19.39090709172476,82.47301849791157,Yes
57.92170771800634,456.1148109998,Model C,0.5,14,5,city,Level 1,29.9,20.364407402146025,102.46809579460208,Yes
133.4162652192668,446.39796979494287,Model A,2.0,10,4,highway,Level 2,30.1,21.062255263414027,92.83714238883266,Yes
152.1794965268902,326.9505731846287,Model D,0.5,11,4,highway,Level 1,26.4,2.4887205593297517,184.7829991548152,Yes
21.148099052799452,336.11707490030255,Model C,0.5,10,4,highway,Fast Charging,28.3,21.37207516570335,168.2109911319714,Yes
155.8107644563452,2.6695709848442717,Model A,1.5,12,4,city,Level 1,16.9,3.659420939853722,129.74017625978274,Yes
50.92578968494997,492.43578305680103,Model C,1.0,6,4,highway,Fast Charging,23.0,6.82031077224228,76.13067369584057,Yes
25.612382316467084,438.9163017879072,Model D,1.0,13,6,hill road,Fast Charging,22.5,24.277262756176192,139.04453837243858,Yes
237.73252894079997,447.553112865046,Model C,0.5,29,2,highway,Level 1,32.4,3.605478791576042,103.18477134133913,Yes
241.75168793789425,329.62226852543597,Model C,1.0,13,4,hill road,Level 2,26.8,6.277088779464407,55.58981215048837,Yes
204.01536354795067,172.39346432726828,Model B,1.5,11,7,city,Level 1,26.6,8.394535013570382,153.37805238488139,Yes
83.10730460160896,446.8243245452404,Model B,0.5,13,7,hill road,Level 1,18.3,20.154908179960813,88.35248324857155,Yes
33.441307361532125,145.75846407559618,Model A,1.0,21,1,highway,Fast Charging,18.7,8.021978018456242,85.12459858712654,No
174.21592636291766,281.3557716711014,Model C,1.0,7,9,highway,Level 1,24.0,20.64943556769345,149.56950925640132,Yes
115.63659849750431,49.8654861719412,Model A,2.0,20,7,highway,Level 2,28.9,5.139833021194998,180.71325212128127,Yes
39.289176362746915,460.97781506637506,Model D,1.0,20,6,highway,Fast Charging,20.6,15.02546353487231,92.30438167001591,Yes
128.84245842670484,70.38522888560667,Model A,1.0,6,2,highway,Level 1,32.4,23.993201503276737,166.63311599637186,Yes
18.253245067652415,112.44840286520363,Model C,2.0,15,6,highway,Level 2,21.1,1.0255358912642343,182.86079816314333,Yes
228.2368964989077,279.0670790641075,Model B,0.5,20,5,city,Fast Charging,27.7,22.713991100729068,81.64644512958745,Yes
72.10719558400406,382.0465001064908,Model B,0.5,19,9,highway,Level 2,21.7,4.120982670352491,187.6148311634432,Yes
169.00534824495568,309.67565296814945,Model A,1.5,5,1,hill road,Level 2,31.3,14.524186934713448,92.46683614048169,Yes
84.81065826145863,116.06695640007808,Model B,2.0,25,5,hill road,Fast Charging,34.7,1.2200885612204977,82.66944800071157,Yes
134.8163250826746,0.4715212637451671,Model C,0.5,21,3,hill road,Level 1,28.1,14.282437896040989,104.10550909630649,Yes
141.2104670423871,378.5752901537196,Model C,1.0,7,9,city,Level 2,21.9,15.37524360471896,84.23235007607497,Yes
54.36506932612649,492.60366295554684,Model D,1.0,26,1,hill road,Fast Charging,20.6,20.19166075033336,135.88066602405465,Yes
242.70031066349407,404.9565601530452,Model B,1.0,26,6,hill road,Level 1,21.5,10.40227156939041,120.9159165409364,Yes
196.03187760666748,230.10330907830766,Model B,1.5,23,3,hill road,Level 2,22.7,22.89373631582467,150.47385982084103,Yes
235.4797459754054,451.8836306995533,Model D,0.5,24,1,city,Fast Charging,22.2,9.260049224546208,158.64575744882717,Yes
224.75856410263572,204.92383655917502,Model A,2.0,11,3,hill road,Level 2,31.5,2.2897349838976706,62.27043942807979,Yes
153.49599491466043,262.46704212173375,Model D,0.5,26,2,hill road,Level 1,25.6,9.668933455448276,73.04481511114176,Yes
231.24981640554805,238.56488369784162,Model B,2.0,15,8,city,Level 1,27.8,7.656643283947467,168.45178313411287,Yes
31.238200492460678,223.81193633276249,Model A,2.0,22,3,highway,Level 1,18.8,11.16082841222461,59.93652123959959,Yes
57.035886980594846,387.5953846469529,Model C,0.5,29,7,hill road,Fast Charging,23.4,4.989335360328415,148.81942142194333,Yes
20.854549338529136,263.384453634746,Model C,1.0,18,6,highway,Level 1,28.1,9.258528463979806,149.527510142248,Yes
88.07927938318345,158.35856101260802,Model D,1.0,20,7,hill road,Level 1,22.9,22.15603369953611,160.56708806489362,Yes
103.28254952547569,129.07908382923915,Model C,2.0,10,7,city,Fast Charging,26.6,16.31138559679139,82.79825973175573,Yes
75.12376762573501,18.873658483716692,Model B,1.0,6,1,highway,Level 1,23.0,4.952987079666707,72.65768015283224,No
208.89700219646303,291.597580941523,Model D,1.5,27,4,city,Level 1,31.0,1.3218723910174979,117.49398690997498,Yes
95.62079840646143,114.9807077005171,Model B,1.5,15,4,highway,Level 1,25.1,5.416436516029499,56.4193249325883,Yes
77.42428232497139,74.06696100819154,Model B,2.0,15,5,city,Fast Charging,22.0,10.229186550583567,176.27671760367758,Yes
140.24705995797964,326.91498191383886,Model A,1.0,14,5,highway,Level 1,26.6,9.178292180167455,162.0141088070461,Yes
43.82181399394304,340.6046289107744,Model A,2.0,8,8,highway,Level 2,26.6,21.21216645999541,182.7045441551103,Yes
202.5272753809695,376.077446128833,Model A,1.5,21,4,highway,Fast Charging,29.8,14.649352331885229,60.46363552649551,Yes
27.892154483145,251.78844816929575,Model C,1.5,14,1,hill road,Level 2,18.9,21.062196398291967,188.131468771637,Yes
246.85286478412416,447.0273026019433,Model A,1.5,13,5,highway,Fast Charging,20.4,24.971927796884057,163.4951498047172,Yes
195.33874463119778,468.1713766991139,Model B,0.5,17,1,highway,Fast Charging,26.2,7.258573636524171,66.91348725594932,Yes
57.69176356820138,403.6854698962447,Model D,1.5,15,3,hill road,Fast Charging,22.3,11.93638554339344,65.70176063586459,Yes
11.325308109664576,317.79674100409363,Model D,1.0,14,8,hill road,Level 2,25.8,17.63883800701408,184.9977377277487,Yes
205.7107428291602,151.86047679559434,Model B,0.5,28,5,city,Level 1,26.2,12.793843707248767,119.92242190655145,Yes
179.64576252342812,491.4724608101106,Model C,1.5,9,7,city,Level 1,20.5,8.170565139811881,199.8274495967492,Yes
184.96172032983696,137.06808359596917,Model D,1.0,7,1,hill road,Level 1,26.4,20.40514573030761,145.251353673689,Yes
195.104883204627,101.32846099521554,Model B,1.5,8,6,hill road,Level 1,22.4,22.310707897661075,153.18525733592188,Yes
27.770716416181685,221.07705689329137,Model B,1.0,7,8,hill road,Fast Charging,17.1,6.955832946226262,120.1812255992212,Yes
96.03177485062542,28.42028535619423,Model B,1.0,14,6,hill road,Fast Charging,24.9,7.036420795932571,115.53380773499231,Yes
37.80857428603113,489.2472323358954,Model D,1.5,28,4,hill road,Level 2,23.0,14.186167881165016,170.277188251698,Yes
217.14482221014245,294.2167782082124,Model D,1.5,17,8,city,Level 1,21.8,20.409705195461022,117.31089991179437,Yes
159.5915504386139,278.4760458320876,Model A,0.5,9,8,hill road,Fast Charging,25.5,12.998115390565811,124.75662134532377,Yes
89.4155259646358,327.89813994985997,Model A,1.5,17,6,hill road,Level 1,27.5,1.5012396833723103,108.63614172150625,Yes
25.25400406864567,248.51182388860332,Model B,1.0,28,8,city,Level 1,22.2,7.375115093083612,79.44316262593901,Yes
84.63575721175893,16.03175854727079,Model B,2.0,5,6,highway,Level 2,29.3,12.571233376135288,177.33595580052466,Yes
88.04399728641928,306.15564442019837,Model B,0.5,29,4,city,Fast Charging,20.3,18.417100565834524,83.10687108113308,Yes
185.10548280113537,358.0869384782153,Model B,1.0,15,6,city,Level 1,22.2,19.37364124023172,95.25271155020623,Yes
163.01379312525114,208.37453031202656,Model D,1.0,7,9,hill road,Level 2,32.4,18.807651735546028,138.9196271979024,Yes
222.93105821831836,378.6477860355965,Model A,2.0,21,8,highway,Level 2,21.1,2.3705802385839885,98.91841946509578,Yes
123.33158203886784,113.5006496692103,Model C,1.5,23,7,city,Level 1,24.9,15.399983604497953,103.00657485746879,Yes
38.702619025192405,110.63829553309202,Model B,1.0,17,5,highway,Level 1,21.2,10.63582780100803,50.58252235717255,Yes
181.1787489335188,80.70849384378698,Model A,2.0,20,7,city,Level 2,32.2,7.838099795405856,170.15258226045097,Yes
192.5884116680554,185.99737989458092,Model B,2.0,22,1,hill road,Level 2,20.8,20.690217453405005,124.1640201876231,Yes
144.7065274166791,423.50601769454175,Model D,1.5,27,8,city,Level 1,33.4,8.959382489141635,79.432951333929,Yes
195.03212318909465,413.9560310745322,Model C,2.0,24,5,city,Level 1,30.4,4.562870775332958,156.82802844389266,Yes
128.51094312745377,191.4121039817519,Model A,2.0,27,7,city,Level 2,27.1,17.3934597172181,148.40054813220962,Yes
135.45587905167858,294.5593679901183,Model A,2.0,23,7,highway,Fast Charging,29.3,3.3876996438228084,106.45627132646999,Yes
112.6098444060519,360.4081582374578,Model C,2.0,10,8,highway,Level 2,34.8,7.347048047987456,136.7219090579335,Yes
16.100590418582847,120.60338731401148,Model D,2.0,27,7,hill road,Level 2,22.3,11.111245362129027,150.00376858409984,Yes
35.89394247839307,84.07054294737354,Model C,2.0,11,6,highway,Fast Charging,25.8,3.541825745096916,59.29730679946089,Yes
17.543004564816222,486.0479966061555,Model A,1.0,19,6,highway,Level 1,25.0,7.1831427906717735,112.64200156946086,Yes
162.7384987033073,308.77865660480927,Model C,0.5,9,5,highway,Level 2,21.1,16.040263737904418,128.70084938914147,Yes
85.4454354583184,490.7078609168319,Model D,1.5,20,5,hill road,Level 1,23.0,13.935139603118671,158.49772457441247,Yes
132.05696587952866,168.87799356611455,Model D,0.5,10,4,hill road,Fast Charging,26.4,21.10700158528892,107.25267022234706,Yes
227.81595374226234,351.51584998706574,Model B,1.5,7,7,hill road,Level 2,36.3,3.52226560982849,75.61514643745508,Yes
69.83013499572999,111.30181827061885,Model C,0.5,16,3,hill road,Level 1,19.7,21.59654928394988,63.44278929016453,Yes
108.49190152855114,130.60008563695646,Model C,1.5,8,5,city,Level 1,24.9,1.8904773076328625,171.40486747617842,Yes
191.3322732503317,255.951060634812,Model A,2.0,26,3,hill road,Level 1,23.2,18.585494407571986,121.87695177494457,Yes
64.91155971798939,159.8090627540356,Model D,0.5,7,8,hill road,Level 1,27.8,5.172396091937554,84.3955062116977,Yes
28.47517835891032,83.81078192029223,Model C,0.5,20,5,city,Level 1,27.9,22.577367013274984,170.72515469112997,Yes
79.54034869930433,131.440350994663,Model A,1.5,20,6,city,Level 1,18.4,1.0389882433320978,171.79113024320654,Yes
48.69310894096106,17.87419723293232,Model B,1.5,27,1,highway,Level 2,25.9,14.506045690552572,147.69204221644705,Yes
233.12743656221753,352.2118107387433,Model C,1.0,23,4,highway,Level 2,14.6,0.32062982277510643,68.01715626053858,Yes
203.94889109546006,246.0583285429308,Model C,2.0,19,9,hill road,Fast Charging,30.7,18.400989766616053,95.52333589781875,Yes
162.01690156250163,47.12153320226281,Model A,2.0,13,5,highway,Level 1,16.4,0.8435083554820255,182.37390233359287,Yes
219.15054164505224,85.8469965642456,Model A,1.0,24,1,city,Fast Charging,20.4,18.178863130209493,68.22855864914906,Yes
202.88129845578746,51.26726905632201,Model D,1.5,6,4,highway,Level 2,27.2,20.213100347972254,155.0828363753109,Yes
54.7768141326486,306.2964041379382,Model D,2.0,10,6,highway,Fast Charging,21.7,22.388168624890266,88.41227178873488,Yes
224.21415963759466,47.1051818062469,Model D,1.5,18,7,hill road,Level 2,26.9,8.985417612622545,55.130559099909334,Yes
139.44213805975616,377.14116651760804,Model C,2.0,13,7,city,Level 2,34.1,13.563091425414292,153.35848796946175,Yes
203.785637239375,10.255459660195587,Model A,0.5,14,8,city,Fast Charging,30.4,18.338212752039794,89.73672298802697,Yes
225.0619119816384,124.68789399794605,Model D,0.5,22,5,highway,Level 2,22.6,20.518349323028918,161.45027700292303,Yes
86.32083399324733,445.3333379459536,Model C,2.0,19,6,highway,Level 2,23.9,19.571087310517424,105.04891946096916,Yes
36.41246188664242,359.265659061123,Model D,2.0,8,2,highway,Fast Charging,19.0,21.195042919947362,82.90741737108112,Yes
64.70443901006601,36.48416646284386,Model B,2.0,9,2,hill road,Fast Charging,30.3,22.441088177261452,186.49681119478268,Yes
112.50586927030152,410.5630522425899,Model C,1.0,29,3,highway,Level 1,27.5,16.257968311707486,103.28651337285805,Yes
206.32354382139835,246.5175607701024,Model D,2.0,27,4,highway,Fast Charging,20.9,4.349432945546228,187.17276564596023,Yes
216.57533998152243,423.3915135844146,Model D,1.0,25,6,hill road,Level 2,26.6,20.83702426480444,194.19196553961794,Yes
11.668511327485769,300.3698872251967,Model B,1.0,10,6,city,Level 1,17.2,11.582178667923538,110.96627220224441,Yes
132.57935261861576,340.91651601642934,Model B,0.5,29,3,hill road,Level 2,26.8,1.2661251362224957,157.74501543330445,Yes
110.17864075570697,496.75078019785406,Model D,2.0,19,1,highway,Fast Charging,31.4,15.652043257124538,109.48321122088403,Yes
63.30587451297526,116.16777296200908,Model D,0.5,24,3,highway,Level 2,28.6,18.18678053013335,148.46672362995258,Yes
38.76768816008387,311.9727873806942,Model A,0.5,6,4,city,Fast Charging,26.4,11.446438508408605,165.77970659736476,Yes
91.02764113687071,230.1606950286992,Model D,1.0,20,9,hill road,Fast Charging,30.3,12.6667222943709,145.76791330231907,Yes
236.2983289390046,19.725976461345716,Model D,1.5,9,8,highway,Fast Charging,22.8,13.749451561873578,93.43483405896497,Yes
87.56870368498126,7.235320751432517,Model A,1.0,27,4,city,Level 1,14.2,6.312473056061902,96.22484405154458,Yes
134.50974921840788,59.61428890892934,Model A,0.5,8,7,highway,Fast Charging,32.0,9.349595421412522,179.2553665869335,Yes
178.72455013484267,324.5458702692741,Model D,1.0,5,9,city,Level 2,29.4,20.172149594783555,134.60752637878076,Yes
97.27110457103055,283.5815439566961,Model A,1.0,12,2,highway,Level 1,26.7,0.7478007699209671,185.23616665209906,Yes
243.22769985303057,276.7147805818637,Model C,1.0,25,3,highway,Level 1,25.5,13.922468613516825,112.82473622906184,Yes
240.9873507861067,15.928381264130042,Model B,2.0,14,1,city,Level 1,29.2,0.7945455106761562,89.49007625286872,Yes
70.42775099808739,234.65149818000353,Model C,1.0,19,8,city,Level 2,29.1,5.040949589283955,141.23145347649861,Yes
129.3396414141725,462.3114089212643,Model B,0.5,6,2,highway,Fast Charging,24.2,9.322352137907188,183.50174209817584,Yes
82.21079435602472,198.7959346553233,Model B,1.0,23,7,city,Level 1,31.6,4.660940107584325,125.20330276561388,Yes
78.36171865059222,312.46123489422814,Model D,2.0,16,7,highway,Fast Charging,28.9,21.212807700516713,91.67274380762925,Yes
18.85286736508787,389.9093378115718,Model B,0.5,14,3,highway,Fast Charging,22.1,21.75512553645199,83.22933961957331,Yes
156.29544015517524,391.9626395709438,Model C,1.0,16,2,hill road,Level 2,36.6,3.825283065777396,117.3793958186778,Yes
130.64296557492676,259.6400411976357,Model D,0.5,25,3,highway,Level 1,21.1,22.30840072146225,178.1498167705179,Yes
22.354900299997446,428.9759727011682,Model A,2.0,24,8,highway,Level 2,15.3,5.7497603328804185,92.85088961396801,Yes
76.87515141678675,195.6890466818735,Model C,1.5,29,9,city,Level 1,18.4,0.30340998198960245,133.05884337830662,Yes
227.9838126319969,444.34660739239916,Model D,2.0,13,8,hill road,Level 1,31.0,18.42100179732037,75.95764157237912,Yes
67.49485376007338,120.11358319777266,Model B,2.0,12,2,city,Fast Charging,31.2,12.955869702717518,161.45906483942616,Yes
44.77476930189354,140.10820349528552,Model C,0.5,6,9,city,Fast Charging,20.2,12.459771744301962,118.87395152316319,Yes
127.46866246661513,26.56031209950055,Model B,0.5,25,6,highway,Level 1,22.1,0.06758012531518087,85.78856527878534,Yes
246.55610898654416,397.79091827114144,Model D,1.5,28,2,highway,Level 1,22.1,24.46346283494699,163.24398310582737,Yes
68.0932651627601,208.52761811635278,Model D,1.5,28,9,highway,Fast Charging,29.3,20.81429653953211,159.2063451834972,Yes
171.31253137741086,114.55830695569952,Model A,1.5,11,5,city,Level 1,19.1,24.18601683419334,55.03407643246253,Yes
192.78870767889222,115.89513880828983,Model A,2.0,8,6,city,Level 1,29.9,6.091839643255678,116.25027906467918,Yes
67.03301055817592,450.6999706146166,Model C,2.0,23,1,highway,Level 1,26.0,15.091898474236487,138.95398399110547,Yes
184.7719236668463,416.95830023051843,Model A,1.5,12,2,city,Level 2,22.3,18.66857134588291,88.39589546443955,Yes
98.26795185262077,276.7654426785917,Model B,1.5,28,1,hill road,Level 1,22.8,20.08339678171174,58.443771537774175,Yes
161.75339934245906,308.05540020786054,Model B,1.5,17,4,hill road,Level 1,23.9,19.54325057809821,92.59646266546692,Yes
162.04713058261473,237.1627852751455,Model A,1.0,25,2,hill road,Fast Charging,24.0,14.30818087318093,180.06942169587307,Yes
138.58592417794205,195.83327143940443,Model A,1.0,7,1,city,Fast Charging,21.6,0.7899983520002762,100.89945305004802,Yes
31.669544813057993,457.73844060916576,Model A,1.5,9,3,hill road,Level 2,35.5,24.84942854339384,168.00333354282316,Yes
210.47259894141712,62.80635176015104,Model C,2.0,24,4,highway,Fast Charging,27.9,2.8718204497847175,155.3332891151226,Yes
86.9872155932166,209.22339485811398,Model C,0.5,12,4,highway,Level 1,29.6,4.520557418848817,193.79014254618951,Yes
54.764442495965014,172.28095399393766,Model B,2.0,6,3,highway,Level 2,25.8,20.610865845796173,180.8038692683168,Yes
19.78603397314334,249.07536012557418,Model C,0.5,28,2,hill road,Level 1,26.5,2.514397891206224,191.2378832201435,Yes
151.81430636517803,228.81593727258752,Model C,1.5,14,8,hill road,Level 1,23.5,5.33381266187741,53.49424186092473,Yes
172.61544684214778,259.4447658255407,Model D,1.0,26,2,city,Level 1,30.7,0.5075472522722918,94.59406162692375,Yes
13.981078942685476,69.95948861349704,Model B,1.0,20,5,highway,Level 2,25.4,3.9167711729438643,180.91270429606132,Yes
132.90233399182745,256.5707507566385,Model B,0.5,8,7,city,Fast Charging,21.7,16.474000285324436,105.90687409886459,Yes
64.35898604750511,121.20940694360543,Model A,1.5,18,9,hill road,Fast Charging,11.7,9.01339884748161,57.91142968886161,Yes
164.84146969826796,92.16567449409563,Model D,1.0,7,3,city,Fast Charging,20.7,3.378356389478665,189.2926014320208,Yes
51.847942961197944,32.417109393095615,Model A,1.5,14,1,highway,Level 1,24.2,6.5999179555362195,117.79954615209522,No
175.82505714459182,381.32627937807047,Model C,1.5,17,9,city,Level 2,25.3,18.84192592091489,57.771361086553824,Yes
102.81648311212898,213.72096042828,Model B,0.5,9,1,city,Fast Charging,19.2,13.921165017938087,92.57130560692893,Yes
234.81519729681628,313.32184165587915,Model C,1.5,26,8,hill road,Level 2,14.3,11.901090996776281,178.36619199661567,Yes
43.00502659503838,363.7966716523717,Model C,1.5,21,2,hill road,Level 2,36.1,1.166451974108862,168.44972050644793,Yes
91.85592425206204,339.65833265677674,Model D,0.5,21,7,hill road,Level 1,25.0,12.793146471487566,199.58696982134217,Yes
37.23364509774137,235.25035954484113,Model D,1.0,15,3,hill road,Level 2,23.4,12.038204236756894,116.00487955202803,Yes
231.92646838685508,193.9492644758649,Model B,2.0,23,6,highway,Fast Charging,26.0,11.071719036441067,95.3785237025395,Yes
220.56144481143545,187.97995482033187,Model B,1.5,22,6,highway,Fast Charging,19.7,12.187314113472558,69.97221097718881,Yes
71.90599065163735,320.0243984650282,Model D,0.5,21,4,city,Level 2,30.5,1.8574148398469714,94.7091259541202,Yes
168.39617104820297,247.3971774709367,Model D,1.0,15,8,highway,Level 2,22.6,23.32526823928485,79.94503098326891,Yes
206.1333280482918,424.5661239942553,Model D,1.5,19,5,city,Level 2,21.4,7.65332208323741,150.2032235771332,Yes
143.24819478387096,437.35099216335607,Model D,2.0,12,7,hill road,Level 2,22.0,16.312901782330048,164.9272249925291,Yes
137.11613880544155,85.28018900325924,Model B,1.0,16,5,city,Fast Charging,21.6,8.974644330926365,170.54298108862207,Yes
68.0445498161084,68.11682577286282,Model B,0.5,21,4,city,Fast Charging,19.4,8.198401260651986,162.82543055735562,Yes
32.34466427341581,315.20046301799977,Model C,1.5,28,6,highway,Level 1,27.2,18.12494341459631,123.55106628288736,Yes
225.33178190879843,150.6128740311397,Model C,0.5,9,3,city,Level 2,27.9,10.469356740234916,108.86947351673439,Yes
226.1003337191993,9.28535938254943,Model C,2.0,8,6,highway,Fast Charging,18.4,15.396857582843129,65.02289004815617,Yes
161.9443497455843,444.32133468147754,Model B,2.0,28,6,city,Level 2,23.6,6.855620415013841,136.79715990351463,Yes
91.36714985168817,113.45038362190412,Model A,0.5,28,6,highway,Fast Charging,25.7,6.636611233099682,117.92450166014348,Yes
93.81029790703862,464.64032584290453,Model C,1.5,15,3,hill road,Level 1,22.5,4.976563615748855,86.48828638208936,Yes
184.22936292885746,358.7172254391268,Model A,0.5,12,8,highway,Fast Charging,29.0,7.522833712602201,170.38456614787034,Yes
225.3064623886185,381.32674495574213,Model A,1.0,20,4,hill road,Fast Charging,32.8,1.622568529206156,156.66152495147023,Yes
222.90074182362815,100.73074789658021,Model A,0.5,20,2,highway,Level 1,27.4,1.945059026743115,135.22403421562547,Yes
197.17013100582972,117.09721280840645,Model D,2.0,7,7,hill road,Level 2,25.0,21.32274152928088,80.07739686544716,Yes
164.08759507702905,260.63387691203286,Model B,1.5,16,8,hill road,Fast Charging,21.2,6.996724288010533,135.5034084939054,Yes
30.19359159881172,86.04992632493108,Model B,1.5,28,4,highway,Level 1,17.7,13.45830640649552,80.61431294379247,Yes
48.7908913827073,152.71584634151614,Model C,2.0,17,6,hill road,Level 1,21.0,12.410695310203865,159.8426614174993,Yes
225.65300524649902,160.73123897390224,Model C,2.0,5,8,city,Level 1,28.7,15.85476462883284,75.86064090141157,Yes
155.5429743183016,79.81496662638204,Model B,1.0,8,5,city,Fast Charging,20.1,16.198538387133326,160.9314834228168,Yes
12.207292387991115,102.59141669758037,Model D,2.0,25,9,hill road,Level 2,31.2,9.169623203051152,131.11403263990485,Yes
34.3531702878477,394.2759210041283,Model B,2.0,10,6,hill road,Fast Charging,23.1,3.3357740373513938,196.4952874587411,Yes
169.2404245859334,83.59792727363418,Model A,2.0,9,6,hill road,Fast Charging,19.3,4.435328900727506,120.03575831543998,Yes
11.214780123092485,14.228695921961243,Model B,1.5,9,2,highway,Fast Charging,26.1,8.983116103477881,85.95719625092164,No
48.59393234019968,314.6774713144692,Model D,2.0,25,7,city,Level 1,20.6,14.0027421964832,175.94838442429722,Yes
141.69610944798066,487.991559696225,Model B,0.5,29,9,hill road,Level 2,29.3,15.356167794341994,137.05886932784148,Yes
176.05484744624638,165.6069073115607,Model B,0.5,14,5,hill road,Fast Charging,20.9,23.30888923243322,130.5234862235418,Yes
166.47070228062412,59.327851598126145,Model B,1.5,23,5,highway,Level 2,14.8,7.630511723034703,65.78828568893678,Yes
63.82463427053435,285.1936626837654,Model A,1.0,22,5,city,Fast Charging,22.4,2.7323728974266714,107.10795981709146,Yes
180.9230131234086,453.1771055478231,Model C,1.0,6,1,hill road,Level 2,17.1,13.441453353677204,50.69682269413503,Yes
66.93978099923201,392.0308899142394,Model D,1.5,20,5,city,Level 1,28.9,1.6649173738439715,82.33004798239878,Yes
88.09592755822425,311.257934206358,Model A,0.5,19,8,highway,Level 2,30.2,4.140475093006154,128.7702837741066,Yes
189.1579372283258,157.5282483037997,Model B,1.5,28,3,city,Level 1,22.1,13.853380469043191,120.99918905684397,Yes
165.91189577133153,270.94008663810996,Model B,2.0,9,9,hill road,Level 1,32.8,23.111801314536567,135.10813623143912,Yes
213.8136185186027,45.62242065212768,Model C,1.5,25,9,hill road,Level 2,20.8,4.888711668402837,180.2166213741627,Yes
167.8270941520824,339.472712140335,Model C,1.0,26,6,city,Fast Charging,23.4,9.062454437303233,89.0176450129645,Yes
146.39406480051318,362.54800944882544,Model C,0.5,13,4,highway,Fast Charging,19.6,11.071361422664255,151.55710872565538,Yes
32.48194427874219,482.5158114549594,Model A,1.0,27,4,highway,Fast Charging,16.6,23.837486524089826,132.66478756259852,Yes
98.25179273426404,130.19867937253582,Model D,1.0,9,1,highway,Fast Charging,26.9,18.39037466564109,173.08065632299932,Yes
73.64856824361411,9.228209521511321,Model C,0.5,9,5,highway,Level 2,32.5,8.30380545313281,90.09976675139455,Yes
68.55751441098006,272.8042322135753,Model B,2.0,13,5,hill road,Fast Charging,22.7,6.784161945551734,198.54312359692724,Yes
243.52253314058694,353.3952521984072,Model D,0.5,13,5,city,Fast Charging,25.0,12.962617521759936,149.58311220125648,Yes
